nohup: ignoring input
2025-05-11 22:26:47 - INFO - Setup for laplace_truedp ...
2025-05-11 22:26:47 - INFO - Skipping existing 1e-05 ...
2025-05-11 22:26:47 - INFO - Skipping existing 0.0001 ...
2025-05-11 22:26:47 - INFO - Skipping existing 0.001 ...
2025-05-11 22:26:47 - INFO - Skipping existing 0.011 ...
2025-05-11 22:26:47 - INFO - Skipping existing 0.021 ...
2025-05-11 22:26:47 - INFO - Skipping existing 0.031 ...
2025-05-11 22:26:47 - INFO - Skipping existing 0.041 ...
2025-05-11 22:26:47 - INFO - Skipping existing 0.051 ...
2025-05-11 22:26:47 - INFO - Skipping existing 0.061 ...
2025-05-11 22:26:47 - INFO - Skipping existing 0.071 ...
2025-05-11 22:26:47 - INFO - Skipping existing 0.081 ...
2025-05-11 22:26:47 - INFO - Skipping existing 0.091 ...
2025-05-11 23:14:24 - INFO - Training for patient 205 ...
2025-05-11 23:14:32 - INFO - Training for patient 208 ...
2025-05-11 23:14:42 - INFO - Training for patient 210 ...
2025-05-11 23:14:51 - INFO - Training for patient 212 ...
2025-05-11 23:15:00 - INFO - Training for patient 214 ...
2025-05-11 23:15:09 - INFO - Training for patient 215 ...
2025-05-11 23:15:19 - INFO - Training for patient 219 ...
2025-05-11 23:15:28 - INFO - Training for patient 220 ...
2025-05-11 23:15:36 - INFO - Training for patient 221 ...
2025-05-11 23:15:45 - INFO - Training for patient 228 ...
2025-05-11 23:15:55 - INFO - Training for patient 230 ...
2025-05-11 23:16:03 - INFO - Training for patient 231 ...
2025-05-11 23:16:13 - INFO - Training for patient 232 ...
2025-05-11 23:16:22 - INFO - Training for patient 233 ...
2025-05-11 23:16:30 - INFO - Repeat 4/10 for epsilon 0.11
2025-05-11 23:16:30 - INFO - Training for patient 100 ...
2025-05-11 23:16:42 - INFO - Training for patient 101 ...
2025-05-11 23:16:50 - INFO - Training for patient 103 ...
2025-05-11 23:16:56 - INFO - Training for patient 106 ...
2025-05-11 23:17:07 - INFO - Training for patient 108 ...
2025-05-11 23:17:15 - INFO - Training for patient 109 ...
2025-05-11 23:17:22 - INFO - Training for patient 111 ...
2025-05-11 23:17:32 - INFO - Training for patient 112 ...
2025-05-11 23:17:42 - INFO - Training for patient 113 ...
2025-05-11 23:17:49 - INFO - Training for patient 115 ...
2025-05-11 23:17:59 - INFO - Training for patient 116 ...
2025-05-11 23:18:07 - INFO - Training for patient 117 ...
2025-05-11 23:18:15 - INFO - Training for patient 118 ...
2025-05-11 23:18:25 - INFO - Training for patient 119 ...
2025-05-11 23:18:33 - INFO - Training for patient 121 ...
2025-05-11 23:18:40 - INFO - Training for patient 122 ...
2025-05-11 23:18:49 - INFO - Training for patient 123 ...
2025-05-11 23:18:57 - INFO - Training for patient 124 ...
2025-05-11 23:19:07 - INFO - Training for patient 200 ...
2025-05-11 23:19:14 - INFO - Training for patient 203 ...
2025-05-11 23:19:26 - INFO - Training for patient 205 ...
2025-05-11 23:19:34 - INFO - Training for patient 208 ...
2025-05-11 23:19:41 - INFO - Training for patient 210 ...
2025-05-11 23:19:49 - INFO - Training for patient 212 ...
2025-05-11 23:19:59 - INFO - Training for patient 214 ...
2025-05-11 23:20:06 - INFO - Training for patient 215 ...
2025-05-11 23:20:16 - INFO - Training for patient 219 ...
2025-05-11 23:20:26 - INFO - Training for patient 220 ...
2025-05-11 23:20:34 - INFO - Training for patient 221 ...
2025-05-11 23:20:42 - INFO - Training for patient 228 ...
2025-05-11 23:20:50 - INFO - Training for patient 230 ...
2025-05-11 23:21:00 - INFO - Training for patient 231 ...
2025-05-11 23:21:07 - INFO - Training for patient 232 ...
2025-05-11 23:21:17 - INFO - Training for patient 233 ...
2025-05-11 23:21:27 - INFO - Repeat 5/10 for epsilon 0.11
2025-05-11 23:21:27 - INFO - Training for patient 100 ...
2025-05-11 23:21:36 - INFO - Training for patient 101 ...
2025-05-11 23:21:44 - INFO - Training for patient 103 ...
2025-05-11 23:21:51 - INFO - Training for patient 106 ...
2025-05-11 23:22:01 - INFO - Training for patient 108 ...
2025-05-11 23:22:10 - INFO - Training for patient 109 ...
2025-05-11 23:22:17 - INFO - Training for patient 111 ...
2025-05-11 23:22:26 - INFO - Training for patient 112 ...
2025-05-11 23:22:35 - INFO - Training for patient 113 ...
2025-05-11 23:22:42 - INFO - Training for patient 115 ...
2025-05-11 23:22:51 - INFO - Training for patient 116 ...
2025-05-11 23:22:59 - INFO - Training for patient 117 ...
2025-05-11 23:23:10 - INFO - Training for patient 118 ...
2025-05-11 23:23:19 - INFO - Training for patient 119 ...
2025-05-11 23:23:27 - INFO - Training for patient 121 ...
2025-05-11 23:23:36 - INFO - Training for patient 122 ...
2025-05-11 23:23:44 - INFO - Training for patient 123 ...
2025-05-11 23:23:51 - INFO - Training for patient 124 ...
2025-05-11 23:23:59 - INFO - Training for patient 200 ...
2025-05-11 23:24:07 - INFO - Training for patient 203 ...
2025-05-11 23:24:17 - INFO - Training for patient 205 ...
2025-05-11 23:24:24 - INFO - Training for patient 208 ...
2025-05-11 23:24:32 - INFO - Training for patient 210 ...
2025-05-11 23:24:42 - INFO - Training for patient 212 ...
2025-05-11 23:24:52 - INFO - Training for patient 214 ...
2025-05-11 23:25:01 - INFO - Training for patient 215 ...
2025-05-11 23:25:09 - INFO - Training for patient 219 ...
2025-05-11 23:25:17 - INFO - Training for patient 220 ...
2025-05-11 23:25:25 - INFO - Training for patient 221 ...
2025-05-11 23:25:33 - INFO - Training for patient 228 ...
2025-05-11 23:25:41 - INFO - Training for patient 230 ...
2025-05-11 23:25:50 - INFO - Training for patient 231 ...
2025-05-11 23:25:58 - INFO - Training for patient 232 ...
2025-05-11 23:26:08 - INFO - Training for patient 233 ...
2025-05-11 23:26:16 - INFO - Repeat 6/10 for epsilon 0.11
2025-05-11 23:26:16 - INFO - Training for patient 100 ...
2025-05-11 23:26:27 - INFO - Training for patient 101 ...
2025-05-11 23:26:34 - INFO - Training for patient 103 ...
2025-05-11 23:26:40 - INFO - Training for patient 106 ...
2025-05-11 23:26:49 - INFO - Training for patient 108 ...
2025-05-11 23:26:57 - INFO - Training for patient 109 ...
2025-05-11 23:27:04 - INFO - Training for patient 111 ...
2025-05-11 23:27:14 - INFO - Training for patient 112 ...
2025-05-11 23:27:24 - INFO - Training for patient 113 ...
2025-05-11 23:27:32 - INFO - Training for patient 115 ...
2025-05-11 23:27:43 - INFO - Training for patient 116 ...
2025-05-11 23:27:50 - INFO - Training for patient 117 ...
2025-05-11 23:28:00 - INFO - Training for patient 118 ...
2025-05-11 23:28:08 - INFO - Training for patient 119 ...
2025-05-11 23:28:17 - INFO - Training for patient 121 ...
2025-05-11 23:28:25 - INFO - Training for patient 122 ...
2025-05-11 23:28:34 - INFO - Training for patient 123 ...
2025-05-11 23:28:43 - INFO - Training for patient 124 ...
2025-05-11 23:28:51 - INFO - Training for patient 200 ...
2025-05-11 23:28:59 - INFO - Training for patient 203 ...
2025-05-11 23:29:08 - INFO - Training for patient 205 ...
2025-05-11 23:29:16 - INFO - Training for patient 208 ...
2025-05-11 23:29:24 - INFO - Training for patient 210 ...
2025-05-11 23:29:34 - INFO - Training for patient 212 ...
2025-05-11 23:29:44 - INFO - Training for patient 214 ...
2025-05-11 23:29:53 - INFO - Training for patient 215 ...
2025-05-11 23:30:03 - INFO - Training for patient 219 ...
2025-05-11 23:30:17 - INFO - Training for patient 220 ...
2025-05-11 23:30:26 - INFO - Training for patient 221 ...
2025-05-11 23:30:33 - INFO - Training for patient 228 ...
2025-05-11 23:30:44 - INFO - Training for patient 230 ...
2025-05-11 23:30:57 - INFO - Training for patient 231 ...
2025-05-11 23:31:04 - INFO - Training for patient 232 ...
2025-05-11 23:31:15 - INFO - Training for patient 233 ...
2025-05-11 23:31:24 - INFO - Repeat 7/10 for epsilon 0.11
2025-05-11 23:31:24 - INFO - Training for patient 100 ...
2025-05-11 23:31:34 - INFO - Training for patient 101 ...
2025-05-11 23:31:41 - INFO - Training for patient 103 ...
2025-05-11 23:31:48 - INFO - Training for patient 106 ...
2025-05-11 23:31:57 - INFO - Training for patient 108 ...
2025-05-11 23:32:04 - INFO - Training for patient 109 ...
2025-05-11 23:32:13 - INFO - Training for patient 111 ...
2025-05-11 23:32:23 - INFO - Training for patient 112 ...
2025-05-11 23:32:32 - INFO - Training for patient 113 ...
2025-05-11 23:32:41 - INFO - Training for patient 115 ...
2025-05-11 23:32:49 - INFO - Training for patient 116 ...
2025-05-11 23:32:58 - INFO - Training for patient 117 ...
2025-05-11 23:33:06 - INFO - Training for patient 118 ...
2025-05-11 23:33:15 - INFO - Training for patient 119 ...
2025-05-11 23:33:25 - INFO - Training for patient 121 ...
2025-05-11 23:33:33 - INFO - Training for patient 122 ...
2025-05-11 23:33:42 - INFO - Training for patient 123 ...
2025-05-11 23:33:52 - INFO - Training for patient 124 ...
2025-05-11 23:34:02 - INFO - Training for patient 200 ...
2025-05-11 23:34:10 - INFO - Training for patient 203 ...
2025-05-11 23:34:20 - INFO - Training for patient 205 ...
2025-05-11 23:34:26 - INFO - Training for patient 208 ...
2025-05-11 23:34:34 - INFO - Training for patient 210 ...
2025-05-11 23:34:43 - INFO - Training for patient 212 ...
2025-05-11 23:34:54 - INFO - Training for patient 214 ...
2025-05-11 23:35:02 - INFO - Training for patient 215 ...
2025-05-11 23:35:11 - INFO - Training for patient 219 ...
2025-05-11 23:35:19 - INFO - Training for patient 220 ...
2025-05-11 23:35:27 - INFO - Training for patient 221 ...
2025-05-11 23:35:35 - INFO - Training for patient 228 ...
2025-05-11 23:35:45 - INFO - Training for patient 230 ...
2025-05-11 23:35:55 - INFO - Training for patient 231 ...
2025-05-11 23:36:02 - INFO - Training for patient 232 ...
2025-05-11 23:36:11 - INFO - Training for patient 233 ...
2025-05-11 23:36:21 - INFO - Repeat 8/10 for epsilon 0.11
2025-05-11 23:36:21 - INFO - Training for patient 100 ...
2025-05-11 23:36:30 - INFO - Training for patient 101 ...
2025-05-11 23:36:38 - INFO - Training for patient 103 ...
2025-05-11 23:36:45 - INFO - Training for patient 106 ...
2025-05-11 23:36:55 - INFO - Training for patient 108 ...
2025-05-11 23:37:03 - INFO - Training for patient 109 ...
2025-05-11 23:37:10 - INFO - Training for patient 111 ...
2025-05-11 23:37:19 - INFO - Training for patient 112 ...
2025-05-11 23:37:29 - INFO - Training for patient 113 ...
2025-05-11 23:37:37 - INFO - Training for patient 115 ...
2025-05-11 23:37:45 - INFO - Training for patient 116 ...
2025-05-11 23:37:55 - INFO - Training for patient 117 ...
2025-05-11 23:38:04 - INFO - Training for patient 118 ...
2025-05-11 23:38:11 - INFO - Training for patient 119 ...
2025-05-11 23:38:20 - INFO - Training for patient 121 ...
2025-05-11 23:38:30 - INFO - Training for patient 122 ...
2025-05-11 23:38:39 - INFO - Training for patient 123 ...
2025-05-11 23:38:48 - INFO - Training for patient 124 ...
2025-05-11 23:38:56 - INFO - Training for patient 200 ...
2025-05-11 23:39:04 - INFO - Training for patient 203 ...
2025-05-11 23:39:13 - INFO - Training for patient 205 ...
2025-05-11 23:39:20 - INFO - Training for patient 208 ...
2025-05-11 23:39:29 - INFO - Training for patient 210 ...
2025-05-11 23:39:36 - INFO - Training for patient 212 ...
2025-05-11 23:39:45 - INFO - Training for patient 214 ...
2025-05-11 23:39:55 - INFO - Training for patient 215 ...
2025-05-11 23:40:06 - INFO - Training for patient 219 ...
2025-05-11 23:40:16 - INFO - Training for patient 220 ...
2025-05-11 23:40:26 - INFO - Training for patient 221 ...
2025-05-11 23:40:34 - INFO - Training for patient 228 ...
2025-05-11 23:40:44 - INFO - Training for patient 230 ...
2025-05-11 23:40:55 - INFO - Training for patient 231 ...
2025-05-11 23:41:03 - INFO - Training for patient 232 ...
2025-05-11 23:41:12 - INFO - Training for patient 233 ...
2025-05-11 23:41:22 - INFO - Repeat 9/10 for epsilon 0.11
2025-05-11 23:41:22 - INFO - Training for patient 100 ...
2025-05-11 23:41:31 - INFO - Training for patient 101 ...
2025-05-11 23:41:40 - INFO - Training for patient 103 ...
2025-05-11 23:41:48 - INFO - Training for patient 106 ...
2025-05-11 23:41:56 - INFO - Training for patient 108 ...
2025-05-11 23:42:08 - INFO - Training for patient 109 ...
2025-05-11 23:42:19 - INFO - Training for patient 111 ...
2025-05-11 23:42:29 - INFO - Training for patient 112 ...
2025-05-11 23:42:39 - INFO - Training for patient 113 ...
2025-05-11 23:42:49 - INFO - Training for patient 115 ...
2025-05-11 23:42:56 - INFO - Training for patient 116 ...
2025-05-11 23:43:03 - INFO - Training for patient 117 ...
2025-05-11 23:43:12 - INFO - Training for patient 118 ...
2025-05-11 23:43:23 - INFO - Training for patient 119 ...
2025-05-11 23:43:31 - INFO - Training for patient 121 ...
2025-05-11 23:43:38 - INFO - Training for patient 122 ...
2025-05-11 23:43:47 - INFO - Training for patient 123 ...
2025-05-11 23:43:55 - INFO - Training for patient 124 ...
2025-05-11 23:44:04 - INFO - Training for patient 200 ...
2025-05-11 23:44:14 - INFO - Training for patient 203 ...
2025-05-11 23:44:25 - INFO - Training for patient 205 ...
2025-05-11 23:44:34 - INFO - Training for patient 208 ...
2025-05-11 23:44:45 - INFO - Training for patient 210 ...
2025-05-11 23:44:55 - INFO - Training for patient 212 ...
2025-05-11 23:45:07 - INFO - Training for patient 214 ...
2025-05-11 23:45:17 - INFO - Training for patient 215 ...
2025-05-11 23:45:27 - INFO - Training for patient 219 ...
2025-05-11 23:45:39 - INFO - Training for patient 220 ...
2025-05-11 23:45:49 - INFO - Training for patient 221 ...
2025-05-11 23:45:57 - INFO - Training for patient 228 ...
2025-05-11 23:46:06 - INFO - Training for patient 230 ...
2025-05-11 23:46:15 - INFO - Training for patient 231 ...
2025-05-11 23:46:22 - INFO - Training for patient 232 ...
2025-05-11 23:46:30 - INFO - Training for patient 233 ...
2025-05-11 23:46:37 - INFO - Repeat 10/10 for epsilon 0.11
2025-05-11 23:46:37 - INFO - Training for patient 100 ...
2025-05-11 23:46:46 - INFO - Training for patient 101 ...
2025-05-11 23:46:55 - INFO - Training for patient 103 ...
2025-05-11 23:47:01 - INFO - Training for patient 106 ...
2025-05-11 23:47:10 - INFO - Training for patient 108 ...
2025-05-11 23:47:21 - INFO - Training for patient 109 ...
2025-05-11 23:47:28 - INFO - Training for patient 111 ...
2025-05-11 23:47:38 - INFO - Training for patient 112 ...
2025-05-11 23:47:49 - INFO - Training for patient 113 ...
2025-05-11 23:47:58 - INFO - Training for patient 115 ...
2025-05-11 23:48:06 - INFO - Training for patient 116 ...
2025-05-11 23:48:15 - INFO - Training for patient 117 ...
2025-05-11 23:48:23 - INFO - Training for patient 118 ...
2025-05-11 23:48:34 - INFO - Training for patient 119 ...
2025-05-11 23:48:42 - INFO - Training for patient 121 ...
2025-05-11 23:48:51 - INFO - Training for patient 122 ...
2025-05-11 23:49:01 - INFO - Training for patient 123 ...
2025-05-11 23:49:12 - INFO - Training for patient 124 ...
2025-05-11 23:49:20 - INFO - Training for patient 200 ...
2025-05-11 23:49:28 - INFO - Training for patient 203 ...
2025-05-11 23:49:38 - INFO - Training for patient 205 ...
2025-05-11 23:49:46 - INFO - Training for patient 208 ...
2025-05-11 23:49:57 - INFO - Training for patient 210 ...
2025-05-11 23:50:08 - INFO - Training for patient 212 ...
2025-05-11 23:50:18 - INFO - Training for patient 214 ...
2025-05-11 23:50:29 - INFO - Training for patient 215 ...
2025-05-11 23:50:40 - INFO - Training for patient 219 ...
2025-05-11 23:50:51 - INFO - Training for patient 220 ...
2025-05-11 23:51:02 - INFO - Training for patient 221 ...
2025-05-11 23:51:11 - INFO - Training for patient 228 ...
2025-05-11 23:51:20 - INFO - Training for patient 230 ...
2025-05-11 23:51:30 - INFO - Training for patient 231 ...
2025-05-11 23:51:38 - INFO - Training for patient 232 ...
2025-05-11 23:51:47 - INFO - Training for patient 233 ...
2025-05-11 23:51:56 - INFO - All repeats for epsilon 0.11 done. Saving now ...
2025-05-11 23:52:10 - INFO - Starting with epsilon 0.21 ...
2025-05-11 23:52:10 - INFO - Repeat 1/10 for epsilon 0.21
2025-05-11 23:52:10 - INFO - Training for patient 100 ...
2025-05-11 23:52:22 - INFO - Training for patient 101 ...
2025-05-11 23:52:31 - INFO - Training for patient 103 ...
2025-05-11 23:52:40 - INFO - Training for patient 106 ...
2025-05-11 23:52:51 - INFO - Training for patient 108 ...
2025-05-11 23:53:01 - INFO - Training for patient 109 ...
2025-05-11 23:53:11 - INFO - Training for patient 111 ...
2025-05-11 23:53:18 - INFO - Training for patient 112 ...
2025-05-11 23:53:27 - INFO - Training for patient 113 ...
2025-05-11 23:53:38 - INFO - Training for patient 115 ...
2025-05-11 23:53:46 - INFO - Training for patient 116 ...
2025-05-11 23:53:56 - INFO - Training for patient 117 ...
2025-05-11 23:54:06 - INFO - Training for patient 118 ...
2025-05-11 23:54:17 - INFO - Training for patient 119 ...
2025-05-11 23:54:27 - INFO - Training for patient 121 ...
2025-05-11 23:54:35 - INFO - Training for patient 122 ...
2025-05-11 23:54:44 - INFO - Training for patient 123 ...
2025-05-11 23:54:53 - INFO - Training for patient 124 ...
2025-05-11 23:55:03 - INFO - Training for patient 200 ...
2025-05-11 23:55:11 - INFO - Training for patient 203 ...
2025-05-11 23:55:23 - INFO - Training for patient 205 ...
2025-05-11 23:55:33 - INFO - Training for patient 208 ...
2025-05-11 23:55:41 - INFO - Training for patient 210 ...
2025-05-11 23:55:53 - INFO - Training for patient 212 ...
2025-05-11 23:56:01 - INFO - Training for patient 214 ...
2025-05-11 23:56:11 - INFO - Training for patient 215 ...
2025-05-11 23:56:22 - INFO - Training for patient 219 ...
2025-05-11 23:56:32 - INFO - Training for patient 220 ...
2025-05-11 23:56:41 - INFO - Training for patient 221 ...
2025-05-11 23:56:50 - INFO - Training for patient 228 ...
2025-05-11 23:56:59 - INFO - Training for patient 230 ...
2025-05-11 23:57:08 - INFO - Training for patient 231 ...
2025-05-11 23:57:16 - INFO - Training for patient 232 ...
2025-05-11 23:57:29 - INFO - Training for patient 233 ...
2025-05-11 23:57:41 - INFO - Repeat 2/10 for epsilon 0.21
2025-05-11 23:57:41 - INFO - Training for patient 100 ...
2025-05-11 23:57:50 - INFO - Training for patient 101 ...
2025-05-11 23:58:01 - INFO - Training for patient 103 ...
2025-05-11 23:58:10 - INFO - Training for patient 106 ...
2025-05-11 23:58:20 - INFO - Training for patient 108 ...
2025-05-11 23:58:30 - INFO - Training for patient 109 ...
2025-05-11 23:58:41 - INFO - Training for patient 111 ...
2025-05-11 23:58:49 - INFO - Training for patient 112 ...
2025-05-11 23:58:58 - INFO - Training for patient 113 ...
2025-05-11 23:59:06 - INFO - Training for patient 115 ...
2025-05-11 23:59:14 - INFO - Training for patient 116 ...
2025-05-11 23:59:22 - INFO - Training for patient 117 ...
2025-05-11 23:59:31 - INFO - Training for patient 118 ...
2025-05-11 23:59:39 - INFO - Training for patient 119 ...
2025-05-11 23:59:48 - INFO - Training for patient 121 ...
2025-05-11 23:59:56 - INFO - Training for patient 122 ...
2025-05-12 00:00:05 - INFO - Training for patient 123 ...
2025-05-12 00:00:15 - INFO - Training for patient 124 ...
2025-05-12 00:00:24 - INFO - Training for patient 200 ...
2025-05-12 00:00:31 - INFO - Training for patient 203 ...
2025-05-12 00:00:41 - INFO - Training for patient 205 ...
2025-05-12 00:00:49 - INFO - Training for patient 208 ...
2025-05-12 00:00:57 - INFO - Training for patient 210 ...
2025-05-12 00:01:07 - INFO - Training for patient 212 ...
2025-05-12 00:01:16 - INFO - Training for patient 214 ...
2025-05-12 00:01:25 - INFO - Training for patient 215 ...
2025-05-12 00:01:35 - INFO - Training for patient 219 ...
2025-05-12 00:01:47 - INFO - Training for patient 220 ...
2025-05-12 00:01:55 - INFO - Training for patient 221 ...
