nohup: ignoring input
2025-03-20 07:38:12 - INFO - Setup for laplace ...
2025-03-20 08:52:47 - INFO - Training for patient 118 ...
2025-03-20 08:52:56 - INFO - Training for patient 119 ...
2025-03-20 08:53:06 - INFO - Training for patient 121 ...
2025-03-20 08:53:15 - INFO - Training for patient 122 ...
2025-03-20 08:53:25 - INFO - Training for patient 123 ...
2025-03-20 08:53:35 - INFO - Training for patient 124 ...
2025-03-20 08:53:44 - INFO - Training for patient 200 ...
2025-03-20 08:53:51 - INFO - Training for patient 203 ...
2025-03-20 08:54:01 - INFO - Training for patient 205 ...
2025-03-20 08:54:09 - INFO - Training for patient 208 ...
2025-03-20 08:54:18 - INFO - Training for patient 210 ...
2025-03-20 08:54:28 - INFO - Training for patient 212 ...
2025-03-20 08:54:38 - INFO - Training for patient 214 ...
2025-03-20 08:54:49 - INFO - Training for patient 215 ...
2025-03-20 08:54:59 - INFO - Training for patient 219 ...
2025-03-20 08:55:10 - INFO - Training for patient 220 ...
2025-03-20 08:55:18 - INFO - Training for patient 221 ...
2025-03-20 08:55:28 - INFO - Training for patient 228 ...
2025-03-20 08:55:38 - INFO - Training for patient 230 ...
2025-03-20 08:55:50 - INFO - Training for patient 231 ...
2025-03-20 08:55:58 - INFO - Training for patient 232 ...
2025-03-20 08:56:08 - INFO - Training for patient 233 ...
2025-03-20 08:56:16 - INFO - Repeat 5/10 for epsilon 0.21
2025-03-20 08:56:16 - INFO - Training for patient 100 ...
2025-03-20 08:56:27 - INFO - Training for patient 101 ...
2025-03-20 08:57:01 - INFO - Training for patient 103 ...
2025-03-20 08:57:10 - INFO - Training for patient 106 ...
2025-03-20 08:57:21 - INFO - Training for patient 108 ...
2025-03-20 08:57:31 - INFO - Training for patient 109 ...
2025-03-20 08:57:42 - INFO - Training for patient 111 ...
2025-03-20 08:57:50 - INFO - Training for patient 112 ...
2025-03-20 08:58:02 - INFO - Training for patient 113 ...
2025-03-20 08:58:10 - INFO - Training for patient 115 ...
2025-03-20 08:58:22 - INFO - Training for patient 116 ...
2025-03-20 08:58:33 - INFO - Training for patient 117 ...
2025-03-20 08:58:41 - INFO - Training for patient 118 ...
2025-03-20 08:58:51 - INFO - Training for patient 119 ...
2025-03-20 08:59:01 - INFO - Training for patient 121 ...
2025-03-20 08:59:12 - INFO - Training for patient 122 ...
2025-03-20 08:59:24 - INFO - Training for patient 123 ...
2025-03-20 08:59:33 - INFO - Training for patient 124 ...
2025-03-20 08:59:41 - INFO - Training for patient 200 ...
2025-03-20 08:59:49 - INFO - Training for patient 203 ...
2025-03-20 09:00:00 - INFO - Training for patient 205 ...
2025-03-20 09:00:09 - INFO - Training for patient 208 ...
2025-03-20 09:00:17 - INFO - Training for patient 210 ...
2025-03-20 09:00:28 - INFO - Training for patient 212 ...
2025-03-20 09:00:39 - INFO - Training for patient 214 ...
2025-03-20 09:00:47 - INFO - Training for patient 215 ...
2025-03-20 09:00:57 - INFO - Training for patient 219 ...
2025-03-20 09:01:08 - INFO - Training for patient 220 ...
2025-03-20 09:01:18 - INFO - Training for patient 221 ...
2025-03-20 09:01:28 - INFO - Training for patient 228 ...
2025-03-20 09:01:36 - INFO - Training for patient 230 ...
2025-03-20 09:01:45 - INFO - Training for patient 231 ...
2025-03-20 09:01:53 - INFO - Training for patient 232 ...
2025-03-20 09:02:04 - INFO - Training for patient 233 ...
2025-03-20 09:02:12 - INFO - Repeat 6/10 for epsilon 0.21
2025-03-20 09:02:12 - INFO - Training for patient 100 ...
2025-03-20 09:02:23 - INFO - Training for patient 101 ...
2025-03-20 09:02:33 - INFO - Training for patient 103 ...
2025-03-20 09:02:44 - INFO - Training for patient 106 ...
2025-03-20 09:02:52 - INFO - Training for patient 108 ...
2025-03-20 09:03:02 - INFO - Training for patient 109 ...
2025-03-20 09:03:11 - INFO - Training for patient 111 ...
2025-03-20 09:03:19 - INFO - Training for patient 112 ...
2025-03-20 09:03:29 - INFO - Training for patient 113 ...
2025-03-20 09:03:41 - INFO - Training for patient 115 ...
2025-03-20 09:03:52 - INFO - Training for patient 116 ...
2025-03-20 09:04:05 - INFO - Training for patient 117 ...
2025-03-20 09:04:13 - INFO - Training for patient 118 ...
2025-03-20 09:04:23 - INFO - Training for patient 119 ...
2025-03-20 09:04:32 - INFO - Training for patient 121 ...
2025-03-20 09:04:43 - INFO - Training for patient 122 ...
2025-03-20 09:04:54 - INFO - Training for patient 123 ...
2025-03-20 09:05:04 - INFO - Training for patient 124 ...
2025-03-20 09:05:14 - INFO - Training for patient 200 ...
2025-03-20 09:05:22 - INFO - Training for patient 203 ...
2025-03-20 09:05:32 - INFO - Training for patient 205 ...
2025-03-20 09:05:42 - INFO - Training for patient 208 ...
2025-03-20 09:05:51 - INFO - Training for patient 210 ...
2025-03-20 09:06:00 - INFO - Training for patient 212 ...
2025-03-20 09:06:09 - INFO - Training for patient 214 ...
2025-03-20 09:06:19 - INFO - Training for patient 215 ...
2025-03-20 09:06:32 - INFO - Training for patient 219 ...
2025-03-20 09:06:43 - INFO - Training for patient 220 ...
2025-03-20 09:06:51 - INFO - Training for patient 221 ...
2025-03-20 09:06:58 - INFO - Training for patient 228 ...
2025-03-20 09:07:08 - INFO - Training for patient 230 ...
2025-03-20 09:07:19 - INFO - Training for patient 231 ...
2025-03-20 09:07:29 - INFO - Training for patient 232 ...
2025-03-20 09:07:40 - INFO - Training for patient 233 ...
2025-03-20 09:07:48 - INFO - Repeat 7/10 for epsilon 0.21
2025-03-20 09:07:48 - INFO - Training for patient 100 ...
2025-03-20 09:08:00 - INFO - Training for patient 101 ...
2025-03-20 09:08:08 - INFO - Training for patient 103 ...
2025-03-20 09:08:17 - INFO - Training for patient 106 ...
2025-03-20 09:08:26 - INFO - Training for patient 108 ...
2025-03-20 09:08:36 - INFO - Training for patient 109 ...
2025-03-20 09:08:46 - INFO - Training for patient 111 ...
2025-03-20 09:08:55 - INFO - Training for patient 112 ...
2025-03-20 09:09:05 - INFO - Training for patient 113 ...
2025-03-20 09:09:14 - INFO - Training for patient 115 ...
2025-03-20 09:09:22 - INFO - Training for patient 116 ...
2025-03-20 09:09:30 - INFO - Training for patient 117 ...
2025-03-20 09:09:40 - INFO - Training for patient 118 ...
2025-03-20 09:09:49 - INFO - Training for patient 119 ...
2025-03-20 09:09:58 - INFO - Training for patient 121 ...
2025-03-20 09:10:06 - INFO - Training for patient 122 ...
2025-03-20 09:10:15 - INFO - Training for patient 123 ...
2025-03-20 09:10:23 - INFO - Training for patient 124 ...
2025-03-20 09:10:34 - INFO - Training for patient 200 ...
2025-03-20 09:10:43 - INFO - Training for patient 203 ...
2025-03-20 09:10:54 - INFO - Training for patient 205 ...
2025-03-20 09:11:05 - INFO - Training for patient 208 ...
2025-03-20 09:11:15 - INFO - Training for patient 210 ...
2025-03-20 09:11:23 - INFO - Training for patient 212 ...
2025-03-20 09:11:32 - INFO - Training for patient 214 ...
2025-03-20 09:11:43 - INFO - Training for patient 215 ...
2025-03-20 09:11:52 - INFO - Training for patient 219 ...
2025-03-20 09:12:02 - INFO - Training for patient 220 ...
2025-03-20 09:12:11 - INFO - Training for patient 221 ...
2025-03-20 09:12:20 - INFO - Training for patient 228 ...
2025-03-20 09:12:28 - INFO - Training for patient 230 ...
2025-03-20 09:12:39 - INFO - Training for patient 231 ...
2025-03-20 09:12:50 - INFO - Training for patient 232 ...
2025-03-20 09:13:02 - INFO - Training for patient 233 ...
2025-03-20 09:13:11 - INFO - Repeat 8/10 for epsilon 0.21
2025-03-20 09:13:11 - INFO - Training for patient 100 ...
2025-03-20 09:13:21 - INFO - Training for patient 101 ...
2025-03-20 09:13:30 - INFO - Training for patient 103 ...
2025-03-20 09:13:40 - INFO - Training for patient 106 ...
2025-03-20 09:13:49 - INFO - Training for patient 108 ...
2025-03-20 09:14:01 - INFO - Training for patient 109 ...
2025-03-20 09:14:13 - INFO - Training for patient 111 ...
2025-03-20 09:14:22 - INFO - Training for patient 112 ...
2025-03-20 09:14:33 - INFO - Training for patient 113 ...
2025-03-20 09:14:44 - INFO - Training for patient 115 ...
2025-03-20 09:14:54 - INFO - Training for patient 116 ...
2025-03-20 09:15:03 - INFO - Training for patient 117 ...
2025-03-20 09:15:11 - INFO - Training for patient 118 ...
2025-03-20 09:15:20 - INFO - Training for patient 119 ...
2025-03-20 09:15:29 - INFO - Training for patient 121 ...
2025-03-20 09:15:41 - INFO - Training for patient 122 ...
2025-03-20 09:15:50 - INFO - Training for patient 123 ...
2025-03-20 09:16:00 - INFO - Training for patient 124 ...
2025-03-20 09:16:10 - INFO - Training for patient 200 ...
2025-03-20 09:16:18 - INFO - Training for patient 203 ...
2025-03-20 09:16:30 - INFO - Training for patient 205 ...
2025-03-20 09:16:41 - INFO - Training for patient 208 ...
2025-03-20 09:16:51 - INFO - Training for patient 210 ...
2025-03-20 09:16:57 - INFO - Training for patient 212 ...
2025-03-20 09:17:10 - INFO - Training for patient 214 ...
2025-03-20 09:17:21 - INFO - Training for patient 215 ...
2025-03-20 09:17:32 - INFO - Training for patient 219 ...
2025-03-20 09:17:44 - INFO - Training for patient 220 ...
2025-03-20 09:17:52 - INFO - Training for patient 221 ...
2025-03-20 09:18:00 - INFO - Training for patient 228 ...
2025-03-20 09:18:10 - INFO - Training for patient 230 ...
2025-03-20 09:18:22 - INFO - Training for patient 231 ...
2025-03-20 09:18:32 - INFO - Training for patient 232 ...
2025-03-20 09:18:43 - INFO - Training for patient 233 ...
2025-03-20 09:18:53 - INFO - Repeat 9/10 for epsilon 0.21
2025-03-20 09:18:53 - INFO - Training for patient 100 ...
2025-03-20 09:19:04 - INFO - Training for patient 101 ...
2025-03-20 09:19:13 - INFO - Training for patient 103 ...
2025-03-20 09:19:23 - INFO - Training for patient 106 ...
2025-03-20 09:19:32 - INFO - Training for patient 108 ...
2025-03-20 09:19:40 - INFO - Training for patient 109 ...
2025-03-20 09:19:51 - INFO - Training for patient 111 ...
2025-03-20 09:19:59 - INFO - Training for patient 112 ...
2025-03-20 09:20:08 - INFO - Training for patient 113 ...
2025-03-20 09:20:17 - INFO - Training for patient 115 ...
2025-03-20 09:20:24 - INFO - Training for patient 116 ...
2025-03-20 09:20:34 - INFO - Training for patient 117 ...
2025-03-20 09:20:44 - INFO - Training for patient 118 ...
2025-03-20 09:20:53 - INFO - Training for patient 119 ...
2025-03-20 09:21:03 - INFO - Training for patient 121 ...
2025-03-20 09:21:13 - INFO - Training for patient 122 ...
2025-03-20 09:21:25 - INFO - Training for patient 123 ...
2025-03-20 09:21:34 - INFO - Training for patient 124 ...
2025-03-20 09:21:44 - INFO - Training for patient 200 ...
2025-03-20 09:21:52 - INFO - Training for patient 203 ...
2025-03-20 09:22:03 - INFO - Training for patient 205 ...
2025-03-20 09:22:13 - INFO - Training for patient 208 ...
2025-03-20 09:22:22 - INFO - Training for patient 210 ...
2025-03-20 09:22:30 - INFO - Training for patient 212 ...
2025-03-20 09:22:39 - INFO - Training for patient 214 ...
2025-03-20 09:22:50 - INFO - Training for patient 215 ...
2025-03-20 09:23:02 - INFO - Training for patient 219 ...
2025-03-20 09:23:13 - INFO - Training for patient 220 ...
2025-03-20 09:23:22 - INFO - Training for patient 221 ...
2025-03-20 09:23:29 - INFO - Training for patient 228 ...
2025-03-20 09:23:39 - INFO - Training for patient 230 ...
2025-03-20 09:23:49 - INFO - Training for patient 231 ...
2025-03-20 09:23:59 - INFO - Training for patient 232 ...
2025-03-20 09:24:09 - INFO - Training for patient 233 ...
2025-03-20 09:24:17 - INFO - Repeat 10/10 for epsilon 0.21
2025-03-20 09:24:17 - INFO - Training for patient 100 ...
2025-03-20 09:24:29 - INFO - Training for patient 101 ...
2025-03-20 09:24:37 - INFO - Training for patient 103 ...
2025-03-20 09:24:45 - INFO - Training for patient 106 ...
2025-03-20 09:24:56 - INFO - Training for patient 108 ...
2025-03-20 09:25:07 - INFO - Training for patient 109 ...
2025-03-20 09:25:18 - INFO - Training for patient 111 ...
2025-03-20 09:25:27 - INFO - Training for patient 112 ...
2025-03-20 09:25:36 - INFO - Training for patient 113 ...
2025-03-20 09:25:49 - INFO - Training for patient 115 ...
2025-03-20 09:26:00 - INFO - Training for patient 116 ...
2025-03-20 09:26:07 - INFO - Training for patient 117 ...
2025-03-20 09:26:16 - INFO - Training for patient 118 ...
2025-03-20 09:26:26 - INFO - Training for patient 119 ...
2025-03-20 09:26:36 - INFO - Training for patient 121 ...
2025-03-20 09:26:45 - INFO - Training for patient 122 ...
2025-03-20 09:26:56 - INFO - Training for patient 123 ...
2025-03-20 09:27:06 - INFO - Training for patient 124 ...
2025-03-20 09:27:14 - INFO - Training for patient 200 ...
2025-03-20 09:27:24 - INFO - Training for patient 203 ...
2025-03-20 09:27:34 - INFO - Training for patient 205 ...
2025-03-20 09:27:45 - INFO - Training for patient 208 ...
2025-03-20 09:27:56 - INFO - Training for patient 210 ...
2025-03-20 09:28:04 - INFO - Training for patient 212 ...
2025-03-20 09:28:14 - INFO - Training for patient 214 ...
2025-03-20 09:28:26 - INFO - Training for patient 215 ...
2025-03-20 09:28:38 - INFO - Training for patient 219 ...
2025-03-20 09:28:51 - INFO - Training for patient 220 ...
2025-03-20 09:29:00 - INFO - Training for patient 221 ...
2025-03-20 09:29:08 - INFO - Training for patient 228 ...
2025-03-20 09:29:19 - INFO - Training for patient 230 ...
2025-03-20 09:29:28 - INFO - Training for patient 231 ...
2025-03-20 09:29:37 - INFO - Training for patient 232 ...
2025-03-20 09:29:50 - INFO - Training for patient 233 ...
2025-03-20 09:29:58 - INFO - All repeats for epsilon 0.21 done. Saving now ...
2025-03-20 09:31:03 - INFO - Starting with epsilon 0.31 ...
2025-03-20 09:31:04 - INFO - Repeat 1/10 for epsilon 0.31
2025-03-20 09:31:04 - INFO - Training for patient 100 ...
2025-03-20 09:31:14 - INFO - Training for patient 101 ...
2025-03-20 09:31:21 - INFO - Training for patient 103 ...
2025-03-20 09:31:30 - INFO - Training for patient 106 ...
2025-03-20 09:31:42 - INFO - Training for patient 108 ...
2025-03-20 09:31:51 - INFO - Training for patient 109 ...
2025-03-20 09:31:59 - INFO - Training for patient 111 ...
2025-03-20 09:32:10 - INFO - Training for patient 112 ...
2025-03-20 09:32:20 - INFO - Training for patient 113 ...
2025-03-20 09:32:29 - INFO - Training for patient 115 ...
2025-03-20 09:32:39 - INFO - Training for patient 116 ...
2025-03-20 09:32:50 - INFO - Training for patient 117 ...
2025-03-20 09:32:59 - INFO - Training for patient 118 ...
2025-03-20 09:33:09 - INFO - Training for patient 119 ...
2025-03-20 09:33:18 - INFO - Training for patient 121 ...
2025-03-20 09:33:25 - INFO - Training for patient 122 ...
2025-03-20 09:33:36 - INFO - Training for patient 123 ...
2025-03-20 09:33:46 - INFO - Training for patient 124 ...
2025-03-20 09:33:55 - INFO - Training for patient 200 ...
2025-03-20 09:34:04 - INFO - Training for patient 203 ...
2025-03-20 09:34:13 - INFO - Training for patient 205 ...
2025-03-20 09:34:22 - INFO - Training for patient 208 ...
2025-03-20 09:34:32 - INFO - Training for patient 210 ...
2025-03-20 09:34:39 - INFO - Training for patient 212 ...
2025-03-20 09:34:51 - INFO - Training for patient 214 ...
2025-03-20 09:35:01 - INFO - Training for patient 215 ...
2025-03-20 09:35:13 - INFO - Training for patient 219 ...
2025-03-20 09:35:24 - INFO - Training for patient 220 ...
2025-03-20 09:35:32 - INFO - Training for patient 221 ...
2025-03-20 09:35:40 - INFO - Training for patient 228 ...
2025-03-20 09:35:49 - INFO - Training for patient 230 ...
2025-03-20 09:35:57 - INFO - Training for patient 231 ...
2025-03-20 09:36:08 - INFO - Training for patient 232 ...
2025-03-20 09:36:17 - INFO - Training for patient 233 ...
2025-03-20 09:36:25 - INFO - Repeat 2/10 for epsilon 0.31
2025-03-20 09:36:25 - INFO - Training for patient 100 ...
2025-03-20 09:36:34 - INFO - Training for patient 101 ...
2025-03-20 09:36:43 - INFO - Training for patient 103 ...
2025-03-20 09:36:50 - INFO - Training for patient 106 ...
2025-03-20 09:36:58 - INFO - Training for patient 108 ...
2025-03-20 09:37:09 - INFO - Training for patient 109 ...
2025-03-20 09:37:19 - INFO - Training for patient 111 ...
2025-03-20 09:37:27 - INFO - Training for patient 112 ...
2025-03-20 09:37:36 - INFO - Training for patient 113 ...
2025-03-20 09:37:43 - INFO - Training for patient 115 ...
2025-03-20 09:37:55 - INFO - Training for patient 116 ...
2025-03-20 09:38:06 - INFO - Training for patient 117 ...
2025-03-20 09:38:15 - INFO - Training for patient 118 ...
2025-03-20 09:38:23 - INFO - Training for patient 119 ...
2025-03-20 09:38:31 - INFO - Training for patient 121 ...
2025-03-20 09:38:40 - INFO - Training for patient 122 ...
2025-03-20 09:38:52 - INFO - Training for patient 123 ...
2025-03-20 09:38:59 - INFO - Training for patient 124 ...
2025-03-20 09:39:09 - INFO - Training for patient 200 ...
2025-03-20 09:39:17 - INFO - Training for patient 203 ...
2025-03-20 09:39:30 - INFO - Training for patient 205 ...
2025-03-20 09:39:39 - INFO - Training for patient 208 ...
2025-03-20 09:39:47 - INFO - Training for patient 210 ...
2025-03-20 09:39:56 - INFO - Training for patient 212 ...
2025-03-20 09:40:07 - INFO - Training for patient 214 ...
2025-03-20 09:40:18 - INFO - Training for patient 215 ...
2025-03-20 09:40:28 - INFO - Training for patient 219 ...
2025-03-20 09:40:39 - INFO - Training for patient 220 ...
2025-03-20 09:40:46 - INFO - Training for patient 221 ...
